t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          CO2_x(28)         CO_x(29)          H2O_x(30)         N2_x(31)          NC7H16_w(32)      O2_w(33)          CO2_w(34)         CO_w(35)          H2O_w(36)         N2_w(37)          
4.486664814e-05   3.107108597e-04   3.800402806e-01   1.444306149e-01   1.000212014e+00   4.537421586e-01   2.874004954e-02   -1.433176277e+00  -1.089329429e+00    -3.422229331e+00    2.350044238e-01    3.156144908e+02   1.066906451e-03   1.591990101e-01   1.000000000e+00   3.532812502e-01   -8.345221013e+04  -1.172709150e+06    1.255881858e+06     -9.611655951e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.347849370e-01   1.473137391e-01   2.035547032e-03   7.338093677e-03   1.331838353e-02   6.952092997e-01   3.532812502e-01   1.232979684e-01   2.343216816e-03   5.376333419e-03   6.275894286e-03   5.094253368e-01   
4.759073376e-05   3.295757186e-04   3.800442455e-01   1.444336286e-01   1.000232885e+00   4.537516264e-01   2.874094908e-02   -1.478066880e+00  -1.123461625e+00    -3.529458787e+00    2.465089354e-01    3.166557274e+02   1.107012231e-03   1.657398724e-01   1.000000000e+00   3.656047713e-01   -8.738004586e+04  -1.214306640e+06    1.301400114e+06     -1.030559828e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.410045186e-01   1.423463545e-01   3.132128015e-03   8.384508278e-03   1.639110960e-02   6.887413811e-01   3.656047713e-01   1.178578768e-01   3.566731638e-03   6.076872666e-03   7.640680727e-03   4.992530669e-01   
5.031481938e-05   3.484405774e-04   3.800483405e-01   1.444367411e-01   1.000254440e+00   4.537614048e-01   2.874187814e-02   -1.527820341e+00  -1.161291170e+00    -3.648303809e+00    2.599745946e-01    3.177406734e+02   1.152557575e-03   1.733647514e-01   1.000000000e+00   3.786275614e-01   -9.197961626e+04  -1.261056167e+06    1.352740846e+06     -1.103599041e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.477349693e-01   1.365899172e-01   4.647860078e-03   9.316855993e-03   1.991008311e-02   6.818003143e-01   3.786275614e-01   1.117843483e-01   5.231594432e-03   6.674550368e-03   9.173749237e-03   4.885081963e-01   
5.243355264e-05   3.631132454e-04   3.800516256e-01   1.444392381e-01   1.000271732e+00   4.537692493e-01   2.874262347e-02   -1.571590588e+00  -1.194571115e+00    -3.752855840e+00    2.719585922e-01    3.186212287e+02   1.192842532e-03   1.800998728e-01   1.000000000e+00   3.893183240e-01   -9.607179090e+04  -1.301157733e+06    1.396926692e+06     -1.163431185e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.533900161e-01   1.315121378e-01   6.173372293e-03   9.925317304e-03   2.296409152e-02   6.760350649e-01   3.893183240e-01   1.065876848e-01   6.881487507e-03   7.041673193e-03   1.047856700e-02   4.796922636e-01   
5.455228590e-05   3.777859134e-04   3.800550021e-01   1.444418047e-01   1.000289506e+00   4.537773124e-01   2.874338957e-02   -1.615191190e+00  -1.227722983e+00    -3.857005503e+00    2.853000767e-01    3.195362562e+02   1.235146673e-03   1.875207262e-01   1.000000000e+00   4.005293871e-01   -1.006232781e+05  -1.344107784e+06    1.444420321e+06     -1.226133451e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.594539575e-01   1.258961833e-01   8.033978017e-03   1.040764689e-02   2.627862641e-02   6.699296079e-01   4.005293871e-01   1.009822602e-01   8.863022015e-03   7.307609747e-03   1.186715509e-02   4.704505658e-01   
5.621700489e-05   3.893144383e-04   3.800577208e-01   1.444438712e-01   1.000303817e+00   4.537838045e-01   2.874400641e-02   -1.648069015e+00  -1.252722707e+00    -3.935544455e+00    2.966835983e-01    3.202790242e+02   1.269102361e-03   1.937736768e-01   1.000000000e+00   4.096975219e-01   -1.045015142e+05  -1.379260682e+06    1.483445599e+06     -1.277429291e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.645200199e-01   1.211168998e-01   9.741872659e-03   1.068763574e-02   2.904219779e-02   6.648913741e-01   4.096975219e-01   9.631252495e-02   1.065464876e-02   7.439606089e-03   1.300226270e-02   4.628934356e-01   
5.773038579e-05   3.997949154e-04   3.800602388e-01   1.444457851e-01   1.000317071e+00   4.537898173e-01   2.874457772e-02   -1.677341730e+00  -1.274981797e+00    -4.005473447e+00    3.076070349e-01    3.209700258e+02   1.300569284e-03   1.996933412e-01   1.000000000e+00   4.182756164e-01   -1.082170306e+05  -1.411635876e+06    1.519530965e+06     -1.325471654e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.693510395e-01   1.165245076e-01   1.147412996e-02   1.086601232e-02   3.164652467e-02   6.601377860e-01   4.182756164e-01   9.190209184e-02   1.244648016e-02   7.501853661e-03   1.405224066e-02   4.558217173e-01   
5.894109051e-05   4.081792971e-04   3.800622837e-01   1.444473395e-01   1.000327836e+00   4.537947006e-01   2.874504171e-02   -1.698158950e+00  -1.290812337e+00    -4.055206556e+00    3.166579458e-01    3.215319324e+02   1.324943934e-03   2.045308530e-01   1.000000000e+00   4.252821635e-01   -1.112904177e+05  -1.437366957e+06    1.548331846e+06     -1.364768021e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.733648314e-01   1.127020457e-01   1.297838806e-02   1.095574160e-02   3.377367092e-02   6.562253223e-01   4.252821635e-01   8.828387876e-02   1.398263523e-02   7.512451157e-03   1.489495887e-02   4.500439124e-01   
6.090848567e-05   4.218039174e-04   3.800656539e-01   1.444499013e-01   1.000345577e+00   4.538027487e-01   2.874580641e-02   -1.726465193e+00  -1.312340245e+00    -4.122838472e+00    3.317560818e-01    3.224560158e+02   1.362439348e-03   2.124520359e-01   1.000000000e+00   4.368598647e-01   -1.164054909e+05  -1.477844785e+06    1.593920278e+06     -1.429842373e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.801352839e-01   1.062830611e-01   1.561156933e-02   1.101138806e-02   3.726370897e-02   6.496949886e-01   4.368598647e-01   8.230777317e-02   1.662807697e-02   7.464644693e-03   1.624704232e-02   4.404925981e-01   
6.287588084e-05   4.354285377e-04   3.800690712e-01   1.444524989e-01   1.000363566e+00   4.538109094e-01   2.874658181e-02   -1.745591031e+00  -1.326890324e+00    -4.168548894e+00    3.469700962e-01    3.233850403e+02   1.395591229e-03   2.202161478e-01   1.000000000e+00   4.485590824e-01   -1.215421592e+05  -1.515245970e+06    1.636455997e+06     -1.495831081e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.871589618e-01   9.970895809e-02   1.843381882e-02   1.096481183e-02   4.072601700e-02   6.430074324e-01   4.485590824e-01   7.630915503e-02   1.940333792e-02   7.345712457e-03   1.754792781e-02   4.308347843e-01   
6.408658556e-05   4.438129194e-04   3.800711895e-01   1.444541091e-01   1.000374717e+00   4.538159680e-01   2.874706246e-02   -1.752254193e+00  -1.331962671e+00    -4.184484142e+00    3.561818396e-01    3.239539911e+02   1.413244147e-03   2.247922251e-01   1.000000000e+00   4.557488947e-01   -1.246420005e+05  -1.536018805e+06    1.660328666e+06     -1.536525513e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.915700476e-01   9.564689302e-02   2.023491096e-02   1.089231894e-02   4.280552524e-02   6.388503043e-01   4.557488947e-01   7.266115941e-02   2.114226053e-02   7.243393523e-03   1.830807661e-02   4.248962152e-01   
6.507028315e-05   4.506252296e-04   3.800729147e-01   1.444554205e-01   1.000383798e+00   4.538200877e-01   2.874745391e-02   -1.754363870e+00  -1.333572379e+00    -4.189541188e+00    3.635183013e-01    3.244123606e+02   1.425728052e-03   2.283635523e-01   1.000000000e+00   4.615537241e-01   -1.271047462e+05  -1.551423833e+06    1.678197295e+06     -1.569466904e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.951853891e-01   9.236314888e-02   2.171872969e-02   1.081372945e-02   4.445346061e-02   6.354655423e-01   4.615537241e-01   6.974404384e-02   2.255596854e-02   7.147829233e-03   1.889841597e-02   4.201000183e-01   
6.620531882e-05   4.584855874e-04   3.800749061e-01   1.444569343e-01   1.000394282e+00   4.538248435e-01   2.874790580e-02   -1.753887396e+00  -1.333217175e+00    -4.188425282e+00    3.717364917e-01    3.249348039e+02   1.438319219e-03   2.322767250e-01   1.000000000e+00   4.681819170e-01   -1.298561977e+05  -1.567366371e+06    1.696893024e+06     -1.607183706e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.993740039e-01   8.861660240e-02   2.344034382e-02   1.070440998e-02   4.629609190e-02   6.315685480e-01   4.681819170e-01   6.644994704e-02   2.417476093e-02   7.026394873e-03   1.954498359e-02   4.146219966e-01   
6.771869972e-05   4.689660646e-04   3.800775562e-01   1.444589487e-01   1.000408232e+00   4.538311720e-01   2.874850713e-02   -1.748056491e+00  -1.328794079e+00    -4.174529715e+00    3.822105512e-01    3.256176294e+02   1.451800240e-03   2.371179671e-01   1.000000000e+00   4.768620665e-01   -1.333507348e+05  -1.585437034e+06    1.718461907e+06     -1.656754022e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.049590302e-01   8.372425289e-02   2.572977651e-02   1.053458711e-02   4.864198941e-02   6.264103639e-01   4.768620665e-01   6.220287228e-02   2.629140761e-02   6.851204825e-03   2.034613499e-02   4.074463138e-01   
7.014010916e-05   4.857348280e-04   3.800817633e-01   1.444621468e-01   1.000430379e+00   4.538412191e-01   2.874946180e-02   -1.725378703e+00  -1.311569959e+00    -4.120418549e+00    3.975022509e-01    3.266678350e+02   1.464513773e-03   2.438270473e-01   1.000000000e+00   4.902431829e-01   -1.384224566e+05  -1.606419048e+06    1.744525117e+06     -1.733605662e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.137980857e-01   7.624709192e-02   2.931093399e-02   1.022426984e-02   5.208853207e-02   6.183310865e-01   4.902431829e-01   5.582959465e-02   2.951817573e-02   6.553356106e-03   2.147309984e-02   3.963825907e-01   
7.165349006e-05   4.962153051e-04   3.800843574e-01   1.444641188e-01   1.000444036e+00   4.538474142e-01   2.875005047e-02   -1.704373474e+00  -1.295611393e+00    -4.070283234e+00    4.059897214e-01    3.272921655e+02   1.467435063e-03   2.473173642e-01   1.000000000e+00   4.982114220e-01   -1.412177083e+05  -1.614533942e+06    1.755443018e+06     -1.779645423e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.191986527e-01   7.185301873e-02   3.145750046e-02   1.001753934e-02   5.403001521e-02   6.134432736e-01   4.982114220e-01   5.214999337e-02   3.140162454e-02   6.364445470e-03   2.207779839e-02   3.897947162e-01   
7.286419478e-05   5.045996868e-04   3.800864061e-01   1.444656761e-01   1.000454821e+00   4.538523068e-01   2.875051537e-02   -1.683186855e+00  -1.279512885e+00    -4.019708280e+00    4.121434102e-01    3.277717215e+02   1.466618645e-03   2.497138803e-01   1.000000000e+00   5.043369081e-01   -1.432329523e+05  -1.618372979e+06    1.761304722e+06     -1.815188509e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.234220707e-01   6.851451051e-02   3.310691956e-02   9.850342188e-03   5.546080316e-02   6.096453539e-01   5.043369081e-01   4.938677619e-02   3.282203907e-02   6.215408974e-03   2.250741960e-02   3.847314480e-01   
7.384789236e-05   5.114119970e-04   3.800880516e-01   1.444669269e-01   1.000463483e+00   4.538562364e-01   2.875088876e-02   -1.664502904e+00  -1.265315332e+00    -3.975105350e+00    4.167424871e-01    3.281481642e+02   1.464610810e-03   2.514189461e-01   1.000000000e+00   5.091478248e-01   -1.447317563e+05  -1.619908758e+06    1.764345742e+06     -1.843198695e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.267836867e-01   6.591847890e-02   3.439916261e-02   9.715213263e-03   5.654663153e-02   6.066368270e-01   5.091478248e-01   4.725771276e-02   3.391814228e-02   6.096886833e-03   2.282357621e-02   3.807558571e-01   
7.498292804e-05   5.192723548e-04   3.800899275e-01   1.444683530e-01   1.000473359e+00   4.538607165e-01   2.875131447e-02   -1.642539090e+00  -1.248625127e+00    -3.922671528e+00    4.215946066e-01    3.285672550e+02   1.461396393e-03   2.531199115e-01   1.000000000e+00   5.145057172e-01   -1.463046482e+05  -1.620011002e+06    1.766028402e+06     -1.874495830e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.305745570e-01   6.305852379e-02   3.583179450e-02   9.561687281e-03   5.771414006e-02   6.032592974e-01   5.145057172e-01   4.493203217e-02   3.511555092e-02   5.963992268e-03   2.315292820e-02   3.763297792e-01   
7.649630894e-05   5.297528320e-04   3.800923882e-01   1.444702236e-01   1.000486313e+00   4.538665931e-01   2.875187288e-02   -1.611429289e+00  -1.224984014e+00    -3.848400779e+00    4.273509658e-01    3.291010661e+02   1.455106407e-03   2.549805404e-01   1.000000000e+00   5.213325133e-01   -1.481571754e+05  -1.617669553e+06    1.765550025e+06     -1.914533904e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.354777701e-01   5.946490631e-02   3.764343984e-02   9.362937977e-03   5.913760994e-02   5.989133359e-01   5.213325133e-01   4.203964836e-02   3.660212536e-02   5.794297061e-03   2.353821572e-02   3.706932002e-01   
7.800968984e-05   5.402333091e-04   3.800947986e-01   1.444720560e-01   1.000499002e+00   4.538723497e-01   2.875241989e-02   -1.576106653e+00  -1.198139882e+00    -3.764067451e+00    4.323040793e-01    3.296059525e+02   1.445479196e-03   2.563973732e-01   1.000000000e+00   5.277906244e-01   -1.497353350e+05  -1.612769997e+06    1.762240369e+06     -1.952582217e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.401931631e-01   5.612559389e-02   3.933673713e-02   9.173316927e-03   6.041345013e-02   5.947577388e-01   5.277906244e-01   3.938178698e-02   3.796220839e-02   5.634444972e-03   2.386599482e-02   3.653649404e-01   
7.922039456e-05   5.486176908e-04   3.800966877e-01   1.444734920e-01   1.000508947e+00   4.538768610e-01   2.875284858e-02   -1.547817790e+00  -1.176640830e+00    -3.696526188e+00    4.357145141e-01    3.299890158e+02   1.436909756e-03   2.572361996e-01   1.000000000e+00   5.326906187e-01   -1.508101459e+05  -1.607220264e+06    1.757774846e+06     -1.981566817e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.438218580e-01   5.363647191e-02   4.060387410e-02   9.029501770e-03   6.133263410e-02   5.915756601e-01   5.326906187e-01   3.741933408e-02   3.896027287e-02   5.514293950e-03   2.409011664e-02   3.613253638e-01   
8.118778973e-05   5.622423111e-04   3.800996865e-01   1.444757717e-01   1.000524735e+00   4.538840229e-01   2.875352913e-02   -1.499767698e+00  -1.140122463e+00    -3.581800355e+00    4.403430744e-01    3.305750354e+02   1.420532602e-03   2.581268671e-01   1.000000000e+00   5.401864441e-01   -1.522473824e+05  -1.595722971e+06    1.747730670e+06     -2.026103909e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.494593902e-01   4.990424934e-02   4.250879153e-02   8.811227735e-03   6.265888202e-02   5.866574592e-01   5.401864441e-01   3.450760291e-02   4.042729553e-02   5.333397648e-03   2.439334402e-02   3.551519158e-01   
8.224715636e-05   5.695786451e-04   3.801012615e-01   1.444769690e-01   1.000533027e+00   4.538877845e-01   2.875388658e-02   -1.476300690e+00  -1.122287510e+00    -3.525770196e+00    4.423850368e-01    3.308717600e+02   1.412214623e-03   2.583817934e-01   1.000000000e+00   5.439812676e-01   -1.528694417e+05  -1.588411878e+06    1.741049484e+06     -2.048745290e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.523540788e-01   4.805556189e-02   4.345351889e-02   8.702355564e-03   6.328996465e-02   5.841445202e-01   5.439812676e-01   3.307887379e-02   4.113871036e-02   5.243655527e-03   2.452750330e-02   3.520299894e-01   
8.338219203e-05   5.774390030e-04   3.801029183e-01   1.444782285e-01   1.000541748e+00   4.538917412e-01   2.875426257e-02   -1.446443613e+00  -1.099594877e+00    -3.454479187e+00    4.442581183e-01    3.311760049e+02   1.400461739e-03   2.585024446e-01   1.000000000e+00   5.478717107e-01   -1.534301876e+05  -1.579876920e+06    1.733085053e+06     -2.072023843e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.553504450e-01   4.618978921e-02   4.440683131e-02   8.592319917e-03   6.390877556e-02   5.815518390e-01   5.478717107e-01   3.164620790e-02   4.184505543e-02   5.153193018e-03   2.465174280e-02   3.488320902e-01   
8.436588962e-05   5.842513131e-04   3.801043293e-01   1.444793012e-01   1.000549177e+00   4.538951111e-01   2.875458280e-02   -1.424282003e+00  -1.082751511e+00    -3.401564193e+00    4.456464965e-01    3.314288044e+02   1.391761577e-03   2.584965777e-01   1.000000000e+00   5.511038019e-01   -1.538375153e+05  -1.571982674e+06    1.725605519e+06     -2.091415040e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.578621016e-01   4.466317900e-02   4.518620518e-02   8.502355392e-03   6.440105498e-02   5.793851039e-01   5.511038019e-01   3.048098240e-02   4.241347582e-02   5.079358394e-03   2.474478842e-02   3.461775931e-01   
8.557659433e-05   5.926356948e-04   3.801060341e-01   1.444805972e-01   1.000558152e+00   4.538991826e-01   2.875496970e-02   -1.395453630e+00  -1.060840690e+00    -3.332729319e+00    4.470710509e-01    3.317264563e+02   1.379834997e-03   2.583590195e-01   1.000000000e+00   5.549086320e-01   -1.542439618e+05  -1.561726720e+06    1.715765560e+06     -2.114303624e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.608450941e-01   4.289534484e-02   4.608728960e-02   8.398482881e-03   6.495423623e-02   5.768195524e-01   5.549086320e-01   2.913952113e-02   4.305980721e-02   4.994170474e-03   2.484226337e-02   3.430556058e-01   
8.656029192e-05   5.994480050e-04   3.801073937e-01   1.444816308e-01   1.000565310e+00   4.539024298e-01   2.875527826e-02   -1.371870706e+00  -1.042916397e+00    -3.276418492e+00    4.480219010e-01    3.319580325e+02   1.369741164e-03   2.581550994e-01   1.000000000e+00   5.578682619e-01   -1.545054490e+05  -1.553035690e+06    1.707343824e+06     -2.132153850e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.631852430e-01   4.154235325e-02   4.677538051e-02   8.319363562e-03   6.536502716e-02   5.748126326e-01   5.578682619e-01   2.811866215e-02   4.354512630e-02   4.929285099e-03   2.490923785e-02   3.406294267e-01   
8.860335613e-05   6.135966491e-04   3.801101485e-01   1.444837250e-01   1.000579813e+00   4.539090090e-01   2.875590347e-02   -1.325148689e+00  -1.007404930e+00    -3.164855928e+00    4.494763058e-01    3.324115571e+02   1.349085038e-03   2.575083296e-01   1.000000000e+00   5.636628843e-01   -1.548760985e+05  -1.534202098e+06    1.688896419e+06     -2.167220542e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.678176754e-01   3.895164375e-02   4.808744770e-02   8.169290393e-03   6.611947532e-02   5.708544674e-01   5.636628843e-01   2.617817890e-02   4.444920880e-02   4.806049620e-03   2.501810868e-02   3.358855697e-01   
8.996539894e-05   6.230290786e-04   3.801119298e-01   1.444850792e-01   1.000589191e+00   4.539132632e-01   2.875630774e-02   -1.294590593e+00  -9.841786569e-01    -3.091888438e+00    4.500864909e-01    3.326937335e+02   1.335041667e-03   2.569300043e-01   1.000000000e+00   5.672670380e-01   -1.550046954e+05  -1.521198709e+06    1.676031805e+06     -2.189111086e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.707331805e-01   3.738407752e-02   4.887623999e-02   8.079824187e-03   6.655300340e-02   5.683736744e-01   5.672670380e-01   2.501302237e-02   4.497756684e-02   4.732293677e-03   2.507024605e-02   3.329398331e-01   
9.117610366e-05   6.314134603e-04   3.801134788e-01   1.444862568e-01   1.000597346e+00   4.539169628e-01   2.875665931e-02   -1.267371141e+00  -9.634897069e-01    -3.026892185e+00    4.504273987e-01    3.329324404e+02   1.322211590e-03   2.563375163e-01   1.000000000e+00   5.703152586e-01   -1.550529191e+05  -1.509451777e+06    1.664342161e+06     -2.207672916e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.732196276e-01   3.608424462e-02   4.952655493e-02   8.006616301e-03   6.689897860e-02   5.662639779e-01   5.703152586e-01   2.405216385e-02   4.540391699e-02   4.671709467e-03   2.510541801e-02   3.304515331e-01   
9.238680838e-05   6.397978420e-04   3.801149961e-01   1.444874102e-01   1.000605334e+00   4.539205865e-01   2.875700366e-02   -1.242148746e+00  -9.443187310e-01    -2.966664788e+00    4.506013407e-01    3.331603961e+02   1.310112257e-03   2.556833483e-01   1.000000000e+00   5.732255679e-01   -1.550466598e+05  -1.497589835e+06    1.652482419e+06     -2.225436040e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.756113632e-01   3.486621659e-02   5.013216975e-02   7.938982938e-03   6.721142748e-02   5.642398400e-01   5.732255679e-01   2.315616828e-02   4.579278331e-02   4.615481520e-03   2.513138521e-02   3.280786138e-01   
9.359751310e-05   6.481822237e-04   3.801164827e-01   1.444885405e-01   1.000613161e+00   4.539241372e-01   2.875734108e-02   -1.216871268e+00  -9.251056528e-01    -2.906305123e+00    4.506268869e-01    3.333783407e+02   1.297749220e-03   2.549766817e-01   1.000000000e+00   5.760074936e-01   -1.549921729e+05  -1.485665355e+06    1.640511925e+06     -2.242453196e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.779139274e-01   3.372315793e-02   5.069662473e-02   7.876490838e-03   6.749390697e-02   5.622958922e-01   5.760074936e-01   2.231924491e-02   4.614758446e-02   4.563250477e-03   2.514937891e-02   3.258130477e-01   
9.458121069e-05   6.549945338e-04   3.801176685e-01   1.444894419e-01   1.000619404e+00   4.539269692e-01   2.875761020e-02   -1.196520239e+00  -9.096369672e-01    -2.857708814e+00    4.505498366e-01    3.335484376e+02   1.287641281e-03   2.543696856e-01   1.000000000e+00   5.781782841e-01   -1.549162665e+05  -1.475960693e+06    1.630738183e+06     -2.255757601e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.797218113e-01   3.284601421e-02   5.112681278e-02   7.829266936e-03   6.770328399e-02   5.607728108e-01   5.781782841e-01   2.167961473e-02   4.641263971e-02   4.523558993e-03   2.515880754e-02   3.240470949e-01   
9.586758445e-05   6.639029394e-04   3.801191893e-01   1.444905981e-01   1.000627410e+00   4.539306014e-01   2.875795537e-02   -1.171241257e+00  -8.904225543e-01    -2.797344955e+00    4.503292945e-01    3.337616640e+02   1.274896305e-03   2.535385131e-01   1.000000000e+00   5.808990277e-01   -1.547784987e+05  -1.463284491e+06    1.617932731e+06     -2.272464230e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.820015683e-01   3.176622552e-02   5.165219239e-02   7.772146110e-03   6.795152055e-02   5.588563471e-01   5.808990277e-01   2.089527928e-02   4.672937705e-02   4.475213882e-03   2.516478238e-02   3.218363197e-01   
